Temperature,Sunlight_Intensity,Humidity,Panel_Orientation,Panel_Position,Current_Generated
17.561283871238924,-912.6769426752602,59.71937147817927,North-South,Tilted,-182.53538853505205
33.85294770848031,-1145.9669624519377,38.322355002445576,North-South,Flat,-229.19339249038754
35.93441938967933,-869.801442810218,56.83117920780936,East-West,Flat,-173.96028856204362
32.74333356601744,-475.51793119417823,83.500904550063,East-West,Tilted,-95.10358623883565
29.114641668041436,445.1894872796509,78.26004402755152,East-West,Tilted,89.03789745593019
34.6790097851913,-228.48152739639661,40.880848819176514,North-South,Flat,-45.696305479279324
17.268713439516418,-267.67180300905756,37.72490373706873,East-West,Flat,-53.534360601811514
31.668926131757583,256.9886331040497,50.560840870396,North-South,Flat,51.39772662080995
37.73903685510514,957.6618160381851,79.64736790550015,East-West,Tilted,191.53236320763702
36.15722534155471,10.144727897977228,74.68505616814961,North-South,Flat,2.0289455795954456
27.103920957539227,322.0040706179223,56.38811017894545,North-South,Tilted,64.40081412358447
29.48930037390687,-363.49569422880234,11.740906568462508,East-West,Flat,-72.69913884576047
31.7601532398555,503.7206971973432,50.72944289608426,East-West,Tilted,100.74413943946865
20.713340745502972,1308.0976358502014,70.85231725132978,North-South,Flat,261.61952717004027
37.68092408767993,392.62459115050996,45.939137761115994,North-South,Flat,78.524918230102
21.40204924459281,-29.276629559582894,15.079373009997372,East-West,Tilted,-5.855325911916579
14.36282647347458,1152.5512880224294,85.9958875779294,North-South,Flat,230.5102576044859
26.52737191489899,285.54820698621205,71.70688605935729,East-West,Flat,57.10964139724241
12.956906847593448,893.7851599064155,24.05937420920555,East-West,Flat,178.75703198128312
33.17068872633949,-846.8993944579412,82.61957489922193,North-South,Tilted,-169.37987889158825
38.848781382729534,-1.6663584456355418e-13,38.61047882984508,North-South,Tilted,-3.332716891271084e-14
17.445034561891283,-578.3005307844824,10.857953406299963,East-West,Tilted,-115.66010615689648
13.481711208999632,-50.70860987157071,78.64055711480007,East-West,Tilted,-10.141721974314143
30.15750034665442,347.535834653132,32.36456879698896,North-South,Flat,69.5071669306264
33.5255310082935,1263.5252897753826,69.31803008411283,North-South,Flat,252.70505795507654
22.50558274765616,-30.43117759211353,33.898071499078966,East-West,Flat,-6.086235518422707
28.20417860486636,-6.822917084232821e-14,86.49990642730346,East-West,Flat,-1.3645834168465641e-14
37.49857881075654,-958.4448840115987,10.01872634765185,East-West,Tilted,-191.68897680231976
12.194531182991618,-725.211700104925,26.78354857716858,North-South,Flat,-145.042340020985
29.867097845981313,-363.4956942288027,49.47445219306593,North-South,Flat,-72.69913884576054
12.180349856363396,315.5618271887206,42.57275228102566,East-West,Tilted,63.112365437744124
13.955806174289513,-624.4156575334171,22.964247706149877,East-West,Tilted,-124.88313150668341
19.489371372300404,351.85809715175486,47.24024918439102,East-West,Flat,70.37161943035098
18.293346949259224,-824.4239536369103,40.706525068434196,North-South,Tilted,-164.88479072738207
22.90618814957194,-622.0640959601193,10.713812761761288,North-South,Tilted,-124.41281919202386
22.657400083182637,231.81058128262777,85.67974155585401,North-South,Tilted,46.36211625652555
36.602275900905845,346.62126144993897,52.87894078848612,East-West,Flat,69.3242522899878
39.212866825890856,817.7582375097937,43.722105936704565,North-South,Flat,163.55164750195877
26.454668928869857,-1314.6128758046518,34.969604406801935,North-South,Tilted,-262.92257516093036
12.917708316535297,1085.5125471247136,42.48961483144687,East-West,Tilted,217.10250942494272
33.838490194359,-552.1825538905197,54.96778765562124,North-South,Tilted,-110.43651077810394
10.949086242265398,-305.0200670543494,86.93057935489921,East-West,Flat,-61.00401341086988
33.26302588422022,-213.57112336827427,46.046469645815016,North-South,Flat,-42.714224673654854
33.081965997521785,1314.3720551482575,41.787508131131204,North-South,Tilted,262.8744110296515
23.198118730046808,-274.86133624444335,56.833148614923125,North-South,Flat,-54.97226724888867
18.841870701860696,830.6641001976279,31.584849074907638,East-West,Flat,166.1328200395256
32.117050453046005,667.77905301983,18.930999950720206,North-South,Tilted,133.55581060396602
34.33209586932951,-1165.3152965485735,54.10519240139031,East-West,Flat,-233.06305930971473
27.869355198381545,-941.0541860141603,46.81247345108493,East-West,Flat,-188.21083720283207
20.60313184313862,-945.9413152564782,17.284058001247253,North-South,Flat,-189.18826305129565
16.269915666627607,-289.3673506328834,54.76114051251548,North-South,Tilted,-57.873470126576684
33.1453617333304,634.1254845965377,65.44047246484536,North-South,Flat,126.82509691930755
27.515624094316216,239.80428545373098,26.550207665326965,East-West,Tilted,47.9608570907462
23.207122039833816,-2.855018706040544e-14,31.205028245423605,North-South,Tilted,-5.710037412081088e-15
23.587514017714625,984.8795361207366,24.008054410835385,North-South,Tilted,196.97590722414733
29.68034142113862,315.5618271887212,32.53877796591014,North-South,Tilted,63.112365437744245
14.985354578661447,-989.4746654610528,46.99288097246142,North-South,Flat,-197.89493309221058
31.763324539883733,-87.61313475648113,14.38480413715884,East-West,Tilted,-17.52262695129623
15.456405645411017,-741.0979403075918,38.746504969002956,East-West,Tilted,-148.21958806151835
27.26244932071799,-985.2724058530732,34.76326484517433,North-South,Flat,-197.05448117061465
13.575024388081058,1192.3830786248861,51.880102304713844,North-South,Tilted,238.47661572497725
38.2209092235319,901.6286834135793,64.45522642765354,North-South,Tilted,180.32573668271587
23.64105823753971,-351.98853480345144,23.493702356836003,North-South,Tilted,-70.39770696069029
23.480890251942423,-349.72370204142703,34.066404298939446,North-South,Tilted,-69.94474040828541
39.18606253359568,-231.81058128262777,14.280437679009843,North-South,Flat,-46.36211625652555
12.205946420471896,1253.7329274782523,26.492708576809303,East-West,Flat,250.7465854956505
13.689897975949473,313.4460171838632,82.64660760776637,East-West,Flat,62.689203436772644
16.93307409984419,-0.0,77.38919745516169,North-South,Tilted,-0.0
38.250129012206834,-1.6599423037555375e-13,84.42688614510425,East-West,Flat,-3.319884607511075e-14
10.12964126807127,-510.0955285669766,47.177366198144284,East-West,Flat,-102.01910571339533
17.24174165646567,-680.4432862145488,34.37101935568119,North-South,Flat,-136.08865724290976
14.61455177893177,-578.4254626985629,76.14192684553352,East-West,Flat,-115.68509253971258
13.088578224530313,962.3634173732396,15.458639922271393,East-West,Tilted,192.47268347464794
31.809914877741637,1266.602517674457,30.179751368469425,East-West,Tilted,253.3205035348914
35.10261735298914,617.8956898480299,23.56387287934418,North-South,Tilted,123.57913796960598
23.77117785424441,-538.149597653618,64.21409882640056,East-West,Flat,-107.62991953072361
28.63119661568853,1235.5583167693844,38.531982101134204,North-South,Flat,247.1116633538769
27.496324838195964,-1234.4457992243874,49.837490779381916,North-South,Flat,-246.8891598448775
29.079237313545278,-27.259597830968413,27.16075120702473,North-South,Flat,-5.451919566193683
18.59148331253973,1086.3459294675831,41.48050021801663,North-South,Tilted,217.26918589351664
39.97714284699261,992.9278311117095,38.01240699340143,North-South,Flat,198.5855662223419
12.783997564742883,-259.0526469561572,74.24451634660115,North-South,Flat,-51.81052939123145
25.25725284734922,-48.35682092794576,71.12278931879536,North-South,Tilted,-9.671364185589153
20.234641584838172,70.1607051129794,52.212594528832824,North-South,Flat,14.03214102259588
30.1185607450574,24.84695245756448,76.95555526174685,East-West,Tilted,4.969390491512897
22.018093484167807,781.0027344495444,66.61029505214798,North-South,Tilted,156.20054688990888
26.71734226027237,-1.2639018791153678e-13,53.610352076476,East-West,Flat,-2.527803758230736e-14
39.34298436684654,-1257.9596729048,33.27092088810208,North-South,Tilted,-251.59193458096001
18.037664987789135,-30.281334212574198,70.35730408976161,North-South,Flat,-6.05626684251484
26.75115661993845,-388.26079092061286,40.967408505961195,North-South,Flat,-77.65215818412258
30.57716308853032,-482.3812514956822,51.942156614412134,East-West,Tilted,-96.47625029913644
35.892242429733706,-926.0145095826897,60.28270206800531,East-West,Tilted,-185.20290191653794
36.11957399691575,-667.7790530198298,23.27780680379543,East-West,Tilted,-133.55581060396597
26.478319200279834,-716.7867385492087,82.59316450872899,North-South,Flat,-143.35734770984175
17.026207373799267,363.49569422880217,44.5196958385522,North-South,Flat,72.69913884576043
11.095699233875774,470.3783575448683,37.48062707412178,East-West,Tilted,94.07567150897367
38.895587038643185,-546.3684286354501,11.098738439973586,East-West,Flat,-109.27368572709003
11.122744968857623,-15.154698612862957,26.035760108822323,East-West,Flat,-3.0309397225725916
36.70266543585118,305.0200670543493,89.41571901506077,North-South,Tilted,61.00401341086986
22.183788822380922,-541.8024388040697,73.61825092305033,North-South,Tilted,-108.36048776081394
38.674714442715484,0.0,36.82193039665946,East-West,Flat,0.0
24.452329102868873,1294.2139401573622,41.851004103750775,North-South,Tilted,258.8427880314725
17.72238380552284,-52.66149911837155,40.826633814840264,North-South,Tilted,-10.532299823674311
39.428109637933936,-92.87688708496835,13.941012867290699,North-South,Tilted,-18.57537741699367
29.40824444952603,1124.0661914264501,32.115193697315775,East-West,Tilted,224.81323828529003
16.635949096243696,599.3463595571483,47.58894586296468,North-South,Tilted,119.86927191142966
28.189469175116706,-585.5813027539115,65.5685864159815,North-South,Tilted,-117.1162605507823
32.73496689131568,-555.6541440089463,33.18828247528191,East-West,Tilted,-111.13082880178928
32.05782493600023,312.8206077536422,33.7315958895683,East-West,Tilted,62.564121550728444
24.081947458515568,0.0,47.266212613942066,East-West,Tilted,0.0
16.6486115558752,619.3980911355694,87.62493386833651,North-South,Flat,123.8796182271139
17.361360264209406,-197.11683998195772,86.02652854183022,North-South,Tilted,-39.42336799639155
29.568593767387416,-366.1125192318127,79.27083954544769,North-South,Flat,-73.22250384636254
19.196485607486338,-722.323595548391,39.799973803288786,North-South,Flat,-144.4647191096782
11.320359789549224,-742.0722368538256,34.2824107793976,North-South,Flat,-148.41444737076515
21.786707469469043,-808.8685477322445,11.689701645033743,North-South,Flat,-161.7737095464489
