Temperature,Sunlight_Intensity,Humidity,Panel_Orientation,Panel_Position,Current_Generated
43.715639043811485,369.8645876341231,13.57241333924244,237.90826560737432,56.50192130616697,100.2533731587228
11.837327654899038,287.2750112331531,31.187113629879136,188.49223869994523,76.44683861856673,73.07118607898097
28.51096986304547,919.1684167844614,16.97766803595979,245.56649954737338,68.65712517979074,203.56534944910996
17.973519724651315,927.5797867663118,24.14297054962471,224.33426449412502,65.41036621099023,202.10076337739156
6.424753606909384,270.5280615912091,96.06077573611148,42.6746160871076,71.20854302676918,86.3213135446706
23.492088962449237,669.7966530239147,55.71866034557913,334.49397427451277,9.816477205314442,162.77510011836645
44.41141824390338,99.26263474197982,96.12901972674416,278.8801029218726,67.47586962215614,71.31077383053709
7.695880761458607,270.2949994737509,50.22535017271188,124.97382589607838,70.31475709487518,73.24014866737889
7.125294084979627,302.02338174994236,14.541983190722396,44.80015021698702,52.031636720086745,68.47878177335217
35.156557360667875,366.5811390493409,8.519876509118918,236.72417530510086,36.72341233655131,93.76064044291599
14.375169103729041,81.30804115287016,59.147963997583865,72.21123362465535,76.66173104717507,41.41911667743272
11.781062720663698,757.8802426203537,38.236350153964736,281.5131852670415,65.12046145027594,169.34923903875958
33.50489550302822,898.4553587866997,87.47064462448033,140.12752707218638,73.87518509359562,222.97259079345756
24.664339637994853,716.3748596247101,25.61830539620257,200.24216839708407,72.82044928518114,163.63851642976766
23.51912298506113,533.5582733694439,85.16515351290946,208.75331378967115,30.81328189440661,144.29114209787068
12.257887313838816,644.2934127688394,32.95064211674501,226.72537712539454,54.20337131817378,145.20795096547258
20.523270310220525,937.8924955375462,11.874166138181351,252.89192455772857,16.522092169265317,201.6883202129702
42.88151418909002,53.53451847847279,15.963429990828127,1.5484756549924628,25.544944456012466,36.98932815205502
10.34099893075276,996.4511319396091,27.456210275363514,336.0379477529456,30.552711762119984,213.09473230718447
47.24866324164577,995.5809967963465,44.73707405522362,63.891870641787804,31.783500229436118,236.28911206775996
49.46939192629788,791.8239985993325,79.83168249066944,174.74170080338604,25.88991853993977,207.27552196809955
26.826653359596026,996.3900081972935,49.00801817826039,177.25385120700327,63.96568031481669,227.6989189845715
2.719528869025478,185.49571812010979,14.00422326622256,343.6302506790033,30.81489834170895,43.06543508576389
3.3610782836254294,442.6808369356201,55.90911723043488,124.90725531158678,41.92637304300192,107.19820169946479
37.67296862948356,16.883317742898086,66.68861750579632,188.24040265342023,52.25656956950708,42.51248665685273
38.551201851046486,211.9063753354815,88.37048736372702,255.62745100203557,82.23404436036579,88.58811774146044
26.37272613249567,531.9403681995323,95.12870415010458,15.217911088713961,67.30410698250036,148.26287407623937
42.992190289281154,6.578391191310762,91.29978261826382,195.71265957447181,51.99521192371137,50.50141125180376
41.22643534098385,31.500248279098365,6.378038147761266,97.00720082810365,25.824700999956256,28.975335373467992
8.524530441685584,158.59633898169955,41.72688808977932,260.74207333605494,19.73639983778193,48.79981431712812
30.63229413712549,934.1321735156196,28.697478168487145,193.04880800701164,64.19648796478864,211.0732670061694
41.69716418727242,277.4296143753948,20.689111982133845,102.43911269956183,2.138550099834452,82.64795477625456
25.461235237776876,324.8556475960351,56.88226040642601,108.01060345953638,55.96901781921499,94.98637389912123
15.034864872565329,630.1630577276161,33.9154005938061,41.42054288039744,17.035208620417002,143.80015512006892
0.4651415941305137,578.5788214774485,53.76048752511339,59.131997369856435,45.535691559752344,132.22668473057834
29.678354018365503,0.5417580326155802,84.02502997618025,154.76880244360896,37.47339584085745,40.38475320268526
22.329420471024715,964.1019703083143,3.1489848446344726,350.37710815818394,6.109789153145094,205.29239643703005
16.530882511378774,209.36112448724708,25.440358726907665,27.554367707250705,77.380079984435,57.95208829888723
31.433819086866972,66.4902276583813,74.05198353859616,163.6874272552925,68.31168082829791,51.53086092560048
39.3144508244581,865.0705389176804,42.67144628861952,86.25302429817835,7.9402467799139025,205.57490060020902
11.504976015496137,587.1322499860087,69.31254797979425,263.63601565682853,82.9741280210895,144.4022866705871
46.14983142417731,899.5856321296902,73.8996375279758,180.66932502922216,59.7618892886995,225.46212650002605
33.60494826698964,57.341194999268595,20.77572579417638,338.62102082009744,73.24923058001323,34.98855035358158
42.53906220404842,419.54342735470806,36.37986505184006,278.2164707678952,18.21926382407096,116.40683108693389
7.457785375907272,190.0879223732883,40.592365429375036,42.20322525839636,39.328209147503166,54.04504643497721
36.49350609059609,631.1847274455655,94.7597452166979,175.79513845220728,53.70878365325088,173.19483480517923
24.75163769569535,873.1836033463312,86.98857728090496,284.59341365017684,3.658443972065305,213.40102300297974
9.3452582889557,507.23910012726213,35.386368886791395,300.8228238864687,15.464327682750042,117.06811131521967
9.715274964892684,247.4627905238097,89.44160773285058,100.7469681468573,8.444084798338114,81.300313044807
17.87391735825462,571.4776921524333,10.367761557154708,47.74019901611479,2.5344896131897854,126.39563475500289
45.092200508804346,642.1440803020673,28.715325519741775,0.5468841003162961,33.841199450342216,159.65774325373917
